anime_id,title,type,source,episodes,airing,rating,score,scored_by,members,favorites,related,studio,duration_min,aired_initial_year,aired_final_year,Comedy,Supernatural,Romance,Shounen,Parody,School,Magic,Shoujo,Drama,Fantasy,Kids,Action,Music,SliceofLife,Josei,Harem,ShounenAi,Adventure,SuperPower,Sci-Fi,Ecchi,Seinen,MartialArts,Game,Sports,Demons,Historical,Horror,Mystery,Psychological,Vampire,Mecha,Military,Space,Samurai,Thriller,Hentai,Yaoi,ShoujoAi,Police,Cars,Dementia,Yuri
7054,Kaichou wa Maid-sama!,TV,Manga,26,False,PG-13,8.2,315130,531292,14436,"{'Adaptation': [2921], 'Side story': [9366, 10298]}",J.C.Staff,24.0,2010,2010,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11123,Sekaiichi Hatsukoi 2,TV,Manga,12,False,PG-13,8.23,53285,89543,726,{'Prequel': [9926]},Studio Deen,24.0,2011,2011,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14227,Tonari no Kaibutsu-kun,TV,Manga,13,False,PG-13,7.71,281448,482105,4064,{'Alternative setting': [16866]},Brain&#039;s Base,24.0,2012,2012,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Bleach,TV,Manga,366,False,PG-13,7.9,433097,819284,40718,"{'Side story': [762, 834, 1686, 2889, 4835, 8247, 35118]}",Studio Pierrot,24.0,2004,2012,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Chobits,TV,Manga,26,False,PG-13,7.53,175388,317641,3271,"{'Adaptation': [107], 'Side story': [596], 'Summary': [1311]}",Madhouse,24.0,2002,2002,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6045,Kimi ni Todoke,TV,Manga,25,False,PG-13,8.13,212710,417136,8041,{'Sequel': [9656]},Production I.G,22.0,2009,2010,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,Naruto: Shippuuden,TV,Manga,500,False,PG-13,8.18,385179,794112,42846,"{'Prequel': [20], 'Side story': [2472, 4437, 6325, 8246, 10589, 13667, 16870, 32365], 'Spin-off': [12979], 'Other': [10075, 19511], 'Sequel': [28755]}",Studio Pierrot,23.0,2007,2017,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Ranma ½,TV,Manga,161,False,R+,7.85,59911,134537,2742,"{'Adaptation': [23], 'Side story': [1008, 5493]}",Studio Deen,24.0,1989,1992,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,Toradora!,TV,Light novel,25,False,PG-13,8.39,557898,910373,35322,{'Side story': [11553]},J.C.Staff,24.0,2008,2009,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10030,Bakuman. 2nd Season,TV,Manga,25,False,PG-13,8.49,122090,201720,1023,"{'Prequel': [7674], 'Sequel': [12365]}",J.C.Staff,24.0,2011,2012,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Gakuen Alice,TV,Manga,26,False,G,7.77,33244,62951,1403,{'Adaptation': [320]},Group TAC,25.0,2004,2005,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722,Skip Beat!,TV,Manga,25,False,PG-13,8.24,90699,164738,4668,{'Adaptation': [610]},Hal Film Maker,24.0,2008,2009,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14397,Chihayafuru 2,TV,Manga,25,False,PG-13,8.47,62720,114340,1116,"{'Prequel': [10800], 'Sequel': [18745]}",Madhouse,22.0,2013,2013,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,Shounen Onmyouji,TV,Light novel,26,False,PG-13,7.68,14619,39422,274,{},Studio Deen,23.0,2006,2007,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10800,Chihayafuru,TV,Manga,25,False,PG-13,8.29,89081,213902,4524,{'Sequel': [14397]},Madhouse,22.0,2011,2012,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,Itazura na Kiss,TV,Manga,25,False,PG-13,7.7,91187,170224,2632,{},TMS Entertainment,24.0,2008,2008,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9513,Beelzebub,TV,Manga,60,False,PG-13,8.02,136105,302082,3785,"{'Alternative version': [9120], 'Other': [10479]}",Pierrot Plus,24.0,2011,2012,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5835,Hanasakeru Seishounen,TV,Manga,39,False,PG-13,7.87,16772,44633,500,{'Summary': [6726]},Studio Pierrot,24.0,2009,2010,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9863,SKET Dance,TV,Manga,77,False,PG-13,8.33,44132,130264,2474,"{'Character': [9969], 'Side story': [16395]}",Tatsunoko Production,24.0,2011,2012,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7817,B-gata H-kei,TV,4-koma manga,12,False,R+,7.1,142827,244791,1641,{},"Hal Film Maker, TYO Animations",24.0,2010,2010,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Fruits Basket,TV,Manga,26,False,PG-13,7.77,167968,292572,7579,{'Adaptation': [102]},Studio Deen,24.0,2001,2001,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Saiunkoku Monogatari,TV,Light novel,39,False,PG-13,8.04,23467,61739,1059,"{'Adaptation': [13495], 'Sequel': [1914]}",Madhouse,25.0,2006,2007,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Glass no Kamen (2005),TV,Manga,51,False,G,8.18,7348,22123,365,"{'Adaptation': [1469], 'Alternative version': [506, 3734], 'Other': [33975]}",Tokyo Movie Shinsha,25.0,2005,2006,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,Air Gear,TV,Manga,25,False,R+,7.64,126326,235764,3254,"{'Adaptation': [74], 'Sequel': [9201]}",Toei Animation,24.0,2006,2006,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,Saiunkoku Monogatari 2nd Season,TV,Light novel,39,False,PG-13,8.16,11924,27481,201,"{'Adaptation': [13495], 'Prequel': [957]}",Madhouse,25.0,2007,2008,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,InuYasha,TV,Manga,167,False,PG-13,7.9,181978,371313,12282,"{'Side story': [449, 450, 451, 452], 'Sequel': [6811]}",Sunrise,24.0,2000,2004,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6645,Chu-Bra!!,TV,Manga,12,False,PG-13,6.3,16688,37256,48,{},Zexcs,24.0,2010,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5690,Nodame Cantabile Finale,TV,Manga,11,False,PG-13,8.34,47983,84808,381,"{'Adaptation': [419], 'Prequel': [8038]}",J.C.Staff,22.0,2010,2010,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,Ghost Hunt,TV,Novel,25,False,PG-13,7.92,69224,152490,2579,{'Adaptation': [158]},J.C.Staff,25.0,2006,2007,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11759,Accel World,TV,Light novel,24,False,PG-13,7.53,236083,433343,3680,"{'Spin-off': [13859], 'Sequel': [13939], 'Other': [31763]}",Sunrise,24.0,2012,2012,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7674,Bakuman.,TV,Manga,25,False,PG-13,8.32,167429,332666,6846,{'Sequel': [10030]},J.C.Staff,24.0,2010,2011,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,Nodame Cantabile,TV,Manga,23,False,PG-13,8.41,87363,198927,4443,"{'Adaptation': [419], 'Side story': [3965], 'Sequel': [4477]}",J.C.Staff,22.0,2007,2007,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14713,Kamisama Hajimemashita,TV,Manga,13,False,PG-13,8.14,138954,266342,6387,"{'Sequel': [18661, 25681]}",TMS Entertainment,24.0,2012,2012,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Cardcaptor Sakura,TV,Manga,70,False,PG,8.21,121898,237669,9453,"{'Adaptation': [106], 'Side story': [371], 'Sequel': [372, 35320]}",Madhouse,25.0,1998,2000,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Daa! Daa! Daa!,TV,Manga,78,False,G,7.78,6598,15211,216,{'Adaptation': [1526]},J.C.Staff,25.0,2000,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9656,Kimi ni Todoke 2nd Season,TV,Manga,12,False,PG-13,8.12,133548,224494,1117,"{'Prequel': [6045], 'Side story': [10536]}",Production I.G,23.0,2011,2011,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9926,Sekaiichi Hatsukoi,TV,Manga,12,False,PG-13,8.07,69250,121752,2908,"{'Spin-off': [3092], 'Side story': [8063], 'Sequel': [11123], 'Other': [20371]}",Studio Deen,23.0,2011,2011,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,Code-E,TV,Original,12,False,G,6.49,5866,13818,18,{'Sequel': [4209]},Studio Deen,24.0,2007,2007,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,Junjou Romantica,TV,Manga,12,False,PG-13,7.99,86423,146369,4707,"{'Sequel': [4814], 'Other': [6553], 'Spin-off': [9926], 'Side story': [13767]}",Studio Deen,24.0,2008,2008,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,Kiniro no Corda: Primo Passo,TV,Visual novel,25,False,PG-13,7.63,36820,72255,1126,"{'Adaptation': [1051], 'Sequel': [5717], 'Spin-off': [20971]}",Yumeta Company,24.0,2006,2007,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32370,D.Gray-man Hallow,TV,Manga,13,False,R,7.92,40618,108764,825,"{'Adaptation': [24], 'Prequel': [1482]}",TMS Entertainment,24.0,2016,2016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,OVA,Original,1,False,R,7.4,15423,31844,276,"{'Sequel': [32189, 34103], 'Prequel': [33028]}",Lerche,25.0,2017,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Juuni Kokuki,TV,Novel,45,False,PG-13,8.13,28791,82925,1907,{'Adaptation': [3807]},Studio Pierrot,25.0,2002,2003,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27417,Diabolik Lovers OVA,OVA,Visual novel,1,False,PG-13,6.04,9290,19268,64,{'Parent story': [17513]},"Production I.G, Zexcs",11.0,2015,2015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1051,Ao no 6-gou,OVA,Manga,4,False,PG-13,7.14,16149,34469,184,{},Gonzo,32.0,1998,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12447,Ben-To Picture Drama,Special,Light novel,6,False,PG-13,6.15,2806,8265,3,{'Other': [10396]},David Production,9.0,2011,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,Seikai no Monshou Special,Special,Light novel,1,False,PG-13,7.35,1050,2758,3,{'Full story': [290]},Sunrise,90.0,2000,2000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8022,Tegamibachi Gakuen,Special,Original,25,False,PG-13,7.42,1911,7644,7,{'Parent story': [6444]},Studio Pierrot,3.0,2010,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,ONA,Original,1,False,G,4.32,22,102,0,{'Prequel': [28185]},DLE,4.0,2016,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33775,Soul Buster,TV,Manga,12,False,PG-13,5.91,4687,16223,13,{},Studio Pierrot,13.0,2016,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14353,Death Billiards,Movie,Original,1,False,R,8.01,81162,132203,226,"{'Other': [13863, 14347, 14349], 'Alternative version': [28223]}",Madhouse,25.0,2013,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5235,Live On Cardliver Kakeru,TV,Manga,51,False,PG,6.86,97,673,3,{},TMS Entertainment,23.0,2008,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26443,Triage X,TV,Manga,10,False,R+,6.41,34990,81824,158,{'Sequel': [30250]},Xebec,23.0,2015,2015,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36847,Nanatsu no Bitoku,TV,Other,10,False,R+,5.2,4722,22001,47,"{'Other': [33834], 'Side story': [37172]}",Bridge,5.0,2018,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32561,Hai to Gensou no Grimgar Special,Special,Light novel,1,False,PG-13,6.65,16293,29209,29,{'Parent story': [31859]},A-1 Pictures,11.0,2016,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24275,Medamayaki no Kimi Itsu Tsubusu?,Special,Manga,4,False,G,5.92,161,811,0,{},Fanworks,18.0,2014,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,Bounty Dog: Getsumen no Ibu,OVA,Original,2,False,R,5.63,953,2147,3,{},Animate Film,29.0,1994,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9721,Aisai Nikki,OVA,Visual novel,1,False,Rx,6.54,2749,6450,39,{},G-Lam,22.0,2010,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
812,Chikyuu Shoujo Arjuna,TV,Original,13,False,PG-13,6.95,8111,21106,159,{},Satelight,26.0,2001,2001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7791,K-On!!,TV,4-koma manga,26,False,PG-13,8.14,178001,322621,7149,"{'Prequel': [5680], 'Side story': [9203, 9617, 9734]}",Kyoto Animation,24.0,2010,2010,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Haru wo Daite Ita,OVA,Manga,2,False,R+,6.93,10761,17989,92,{},Trinet Entertainment,30.0,2005,2005,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Movie,Game,1,False,PG,7.13,2588,6463,13,"{'Parent story': [1564], 'Prequel': [11019]}",OLM,14.0,2006,2006,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8726,Soredemo Machi wa Mawatteiru,TV,Manga,12,False,PG-13,7.47,14763,38419,143,{},Shaft,24.0,2010,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15813,Majokko Shimai no Yoyo to Nene,Movie,Manga,1,False,G,7.57,4073,11187,17,{'Other': [25113]},ufotable,100.0,2013,2013,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33462,Bernard-jou Iwaku.,TV,Manga,12,False,PG-13,6.03,5918,14460,13,{'Sequel': [37000]},Creators in Pack,3.0,2016,2016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,Aoi Umi no Tristia,OVA,Visual novel,2,False,PG,5.81,1221,2569,0,{},ufotable,27.0,2004,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20057,Space☆Dandy,TV,Original,13,False,PG-13,7.88,75431,171855,2868,"{'Other': [20613, 25635], 'Sequel': [23327]}",Bones,24.0,2014,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30347,Nanatsu no Taizai OVA,OVA,Manga,2,False,PG-13,7.77,34252,65495,94,{'Parent story': [23755]},A-1 Pictures,24.0,2015,2015,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18893,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,12,False,PG-13,7.5,48992,105762,800,{'Alternative version': [24919]},SANZIGEN,24.0,2013,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35334,ClassicaLoid 2nd Season,TV,Original,25,False,PG-13,6.47,855,4497,7,{'Prequel': [31157]},Sunrise,24.0,2017,2018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
